Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-10 00:00:00-04:00,261.55999755859375,266.45001220703125,254.75,256.8999938964844,8165500,0.0,0.0
2025-03-11 00:00:00-04:00,255.99000549316406,256.70001220703125,245.86000061035156,248.9499969482422,5630600,0.0,0.0
2025-03-12 00:00:00-04:00,250.35000610351562,253.1300048828125,245.52999877929688,249.6300048828125,3848800,0.0,0.0
2025-03-13 00:00:00-04:00,248.8000030517578,249.27000427246094,243.0399932861328,245.8000030517578,3862400,0.0,0.0
2025-03-14 00:00:00-04:00,242.75,248.9499969482422,241.67999267578125,248.35000610351562,4045200,0.0,0.0
2025-03-17 00:00:00-04:00,249.25,254.6300048828125,249.0,252.97000122070312,3233900,0.0,0.0
2025-03-18 00:00:00-04:00,252.50999450683594,252.57000732421875,245.1199951171875,246.9499969482422,4171900,0.0,0.0
2025-03-19 00:00:00-04:00,248.3300018310547,253.66000366210938,246.63999938964844,252.2899932861328,3853600,0.0,0.0
2025-03-20 00:00:00-04:00,244.24000549316406,246.8000030517578,237.22000122070312,243.32000732421875,7026800,0.0,0.0
2025-03-21 00:00:00-04:00,241.69000244140625,245.2100067138672,238.5,243.8699951171875,9580100,0.0,0.0
2025-03-24 00:00:00-04:00,247.30999755859375,248.82000732421875,245.97000122070312,248.4499969482422,4753300,0.0,0.0
2025-03-25 00:00:00-04:00,248.36000061035156,250.89999389648438,248.1999969482422,249.89999389648438,3133800,0.0,0.0
2025-03-26 00:00:00-04:00,251.25,254.32000732421875,249.52999877929688,250.33999633789062,4450100,0.0,0.0
2025-03-27 00:00:00-04:00,249.7100067138672,250.3000030517578,245.72999572753906,246.2100067138672,2889300,0.0,0.0
2025-03-28 00:00:00-04:00,246.27000427246094,247.57000732421875,242.07000732421875,244.0,3125300,0.0,0.0
2025-03-31 00:00:00-04:00,242.74000549316406,250.88999938964844,242.49000549316406,248.66000366210938,6795000,0.0,0.0
2025-04-01 00:00:00-04:00,248.02999877929688,250.6199951171875,243.49000549316406,250.33999633789062,4412900,0.0,0.0
2025-04-02 00:00:00-04:00,248.22000122070312,252.7899932861328,247.22999572753906,249.97999572753906,4080800,0.0,0.0
2025-04-03 00:00:00-04:00,242.7100067138672,250.61000061035156,242.52999877929688,243.49000549316406,5309600,0.0,0.0
2025-04-04 00:00:00-04:00,238.0,240.16000366210938,226.8800048828125,227.47999572753906,7407100,0.0,0.0
2025-04-07 00:00:00-04:00,219.24000549316406,232.2899932861328,214.5,225.77999877929688,7797900,0.0,0.0
2025-04-08 00:00:00-04:00,232.55999755859375,233.0500030517578,217.28500366210938,220.99000549316406,4994574,0.0,0.0
